"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","2016","2017","2018","2019"
"Task-free MRI predicts individual differences in brain activity during task performance","Tavor, I.; Jones, O. Parker; Mars, R. B.; Smith, S. M.; Behrens, T. E.; Jbabdi, S.",NA,NA,NA,"SCIENCE","APR 8 2016","2016","352","6282",NA,NA,NA,"216","220",NA,"10.1126/science.aad8127",NA,NA,"158","39.5",13,58,61,26
"Visualization of a short-range Wnt gradient in the intestinal stem-cell niche","Farin, Homier F.; Jordens, Ingrid; Mosa, Mohammed H.; Basak, Onur; Korving, Jeroen; Tauriello, Daniele V. F.; de Punder, Karin; Angers, Stephane; Peters, Peter J.; Maurice, Madelon M.; Clevers, Hans",NA,NA,NA,"NATURE","FEB 18 2016","2016","530","7590",NA,NA,NA,"340","+",NA,"10.1038/nature16937",NA,NA,"158","39.5",27,53,59,19
"Tunable two-dimensional arrays of single Rydberg atoms for realizing quantum Ising models","Labuhn, Henning; Barredo, Daniel; Ravets, Sylvain; de Leseleuc, Sylvain; Macri, Tommaso; Lahaye, Thierry; Browaeys, Antoine",NA,NA,NA,"NATURE","JUN 30 2016","2016","534","7609",NA,NA,NA,"667","+",NA,"10.1038/nature18274",NA,NA,"157","39.25",14,47,71,25
"DNA NANOTECHNOLOGY Designer nanoscale DNA assemblies programmed from the top down","Veneziano, Remi; Ratanalert, Sakul; Zhang, Kaiming; Zhang, Fei; Yan, Hao; Chiu, Wah; Bathe, Mark",NA,NA,NA,"SCIENCE","JUN 24 2016","2016","352","6293",NA,NA,NA,NA,NA,"aaf4388","10.1126/science.aaf4388",NA,NA,"157","39.25",9,58,69,21
"Observing the Rosensweig instability of a quantum ferrofluid","Kadau, Holger; Schmitt, Matthias; Wenzel, Matthias; Wink, Clarissa; Maier, Thomas; Ferrier-Barbut, Igor; Pfau, Tilman",NA,NA,NA,"NATURE","FEB 11 2016","2016","530","7589",NA,NA,NA,"194","+",NA,"10.1038/nature16485",NA,NA,"157","39.25",34,41,63,19
"The spread of true and false news online","Vosoughi, Soroush; Roy, Deb; Aral, Sinan",NA,NA,NA,"SCIENCE","MAR 9 2018","2018","359","6380",NA,NA,NA,"1146","+",NA,"10.1126/science.aap9559",NA,NA,"156","78",0,0,75,81
"RNA editing with CRISPR-Cas13","Cox, David B. T.; Gootenberg, Jonathan S.; Abudayyeh, Omar O.; Franklin, Brian; Kellner, Max J.; Joung, Julia; Zhang, Feng",NA,NA,NA,"SCIENCE","NOV 24 2017","2017","358","6366",NA,NA,NA,"1019","1027",NA,"10.1126/science.aaq0180",NA,NA,"156","52",0,1,101,54
"The social dilemma of autonomous vehicles","Bonnefon, Jean-Francois; Shariff, Azim; Rahwan, Iyad",NA,NA,NA,"SCIENCE","JUN 24 2016","2016","352","6293",NA,NA,NA,"1573","1576",NA,"10.1126/science.aaf2654",NA,NA,"156","39",5,36,80,35
"Light-induced structural changes and the site of O=O bond formation in PSII caught by XFEL","Suga, Michihiro; Akita, Fusamichi; Sugahara, Michihiro; Kubo, Minoru; Nakajima, Yoshiki; Nakane, Takanori; Yamashita, Keitaro; Umena, Yasufumi; Nakabayashi, Makoto; Yamane, Takahiro; Nakano, Takamitsu; Suzuki, Mamoru; Masuda, Tetsuya; Inoue, Shigeyuki; Kimura, Tetsunari; Nomura, Takashi; Yonekura, Shinichiro; Yu, Long-Jiang; Sakamoto, Tomohiro; Motomura, Taiki; Chen, Jing-Hua; Kato, Yuki; Noguchi, Takumi; Tono, Kensuke; Joti, Yasumasa; Kameshima, Takashi; Hatsui, Takaki; Nango, Eriko; Tanaka, Rie; Naitow, Hisashi; Matsuura, Yoshinori; Yamashita, Ayumi; Yamamoto, Masaki; Nureki, Osamu; Yabashi, Makina; Ishikawa, Tetsuya; Iwata, So; Shen, Jian-Ren",NA,NA,NA,"NATURE","MAR 2 2017","2017","543","7643",NA,NA,NA,"131","+",NA,"10.1038/nature21400",NA,NA,"155","51.670000000000002",0,43,76,36
"Enhanced proofreading governs CRISPR-Cas9 targeting accuracy","Chen, Janice S.; Dagdas, Yavuz S.; Kleinstiver, Benjamin P.; Welch, Moira M.; Sousa, Alexander A.; Harrington, Lucas B. .; Sternberg, Samuel H.; Joung, J. Keith; Yildiz, Ahmet; Doudna, Jennifer A.",NA,NA,NA,"NATURE","OCT 19 2017","2017","550","7676",NA,NA,NA,"407","+",NA,"10.1038/nature24268",NA,NA,"154","51.329999999999998",0,7,103,44
"Exceptional points enhance sensing in an optical microcavity","Chen, Weijian; Ozdemir, Sahin Kaya; Zhao, Guangming; Wiersig, Jan; Yang, Lan",NA,NA,NA,"NATURE","AUG 10 2017","2017","548","7666",NA,NA,NA,"192","+",NA,"10.1038/nature23281",NA,NA,"154","51.329999999999998",0,8,99,47
"Candidalysin is a fungal peptide toxin critical for mucosal infection","Moyes, David L.; Wilson, Duncan; Richardson, Jonathan P.; Mogavero, Selene; Tang, Shirley X.; Wernecke, Julia; Hoefs, Sarah; Gratacap, Remi L.; Robbins, Jon; Runglall, Manohursingh; Murciano, Celia; Blagojevic, Mariana; Thavaraj, Selvam; Foerster, Toni M.; Hebecker, Betty; Kasper, Lydia; Vizcay, Gema; Iancu, Simona I.; Kichik, Nessim; Haeder, Antje; Kurzai, Oliver; Luo, Ting; Krueger, Thomas; Kniemeyer, Olaf; Cota, Ernesto; Bader, Oliver; Wheeler, Robert T.; Gutsmann, Thomas; Hube, Bernhard; Naglik, Julian R.",NA,NA,NA,"NATURE","APR 7 2016","2016","532","7597",NA,NA,NA,"64","+",NA,"10.1038/nature17625",NA,NA,"154","38.5",17,47,55,35
"An absorption profile centred at 78 megahertz in the sky-averaged spectrum","Bowman, Judd D.; Rogers, Alan E. E.; Monsalve, Raul A.; Mozdzen, Thomas J.; Mahesh, Nivedita",NA,NA,NA,"NATURE","MAR 1 2018","2018","555","7694",NA,NA,NA,"67","+",NA,"10.1038/nature25792",NA,NA,"153","76.5",0,0,98,55
"3D printing of high-strength aluminium alloys","Martin, John H.; Yahata, Brennan D.; Hundley, Jacob M.; Mayer, Justin A.; Schaedler, Tobias A.; Pollock, Tresa M.",NA,NA,NA,"NATURE","SEP 21 2017","2017","549","7672",NA,NA,NA,"365","+",NA,"10.1038/nature23894",NA,NA,"153","51",0,4,82,67
"Overcoming resistance to checkpoint blockade therapy by targeting PI3K gamma in myeloid cells","De Henau, Olivier; Rausch, Matthew; Winkler, David; Campesato, Luis Felipe; Liu, Cailian; Hirschhorn-Cymerman, Daniel; Budhu, Sadna; Ghosh, Arnab; Pink, Melissa; Tchaicha, Jeremy; Douglas, Mark; Tibbitts, Thomas; Sharma, Sujata; Proctor, Jennifer; Kosmider, Nicole; White, Kerry; Stern, Howard; Soglia, John; Adams, Julian; Palombella, Vito J.; McGovern, Karen; Kutok, Jeffery L.; Wolchok, Jedd D.; Merghoub, Taha",NA,NA,NA,"NATURE","NOV 17 2016","2016","539","7629",NA,NA,NA,"443","447",NA,"10.1038/nature20554",NA,NA,"153","38.25",0,49,71,33
"Enhancing coherence in molecular spin qubits via atomic clock transitions","Shiddiq, Muhandis; Komijani, Dorsa; Duan, Yan; Gaita-Arino, Alejandro; Coronado, Eugenio; Hill, Stephen",NA,NA,NA,"NATURE","MAR 17 2016","2016","531","7594",NA,NA,NA,"348","+",NA,"10.1038/nature16984",NA,NA,"153","38.25",28,44,55,26
"Senescent intimal foam cells are deleterious at all stages of atherosclerosis","Childs, Bennett G.; Baker, Darren J.; Wijshake, Tobias; Conover, Cheryl A.; Campisi, Judith; van Deursen, Jan M.",NA,NA,NA,"SCIENCE","OCT 28 2016","2016","354","6311",NA,NA,NA,"472","477",NA,"10.1126/science.aaf6659",NA,NA,"152","38",2,35,88,27
"Structure of mammalian respiratory complex I","Zhu, Jiapeng; Vinothkumar, Kutti R.; Hirst, Judy",NA,NA,NA,"NATURE","AUG 18 2016","2016","536","7616",NA,NA,NA,"354","+",NA,"10.1038/nature19095",NA,NA,"152","38",10,54,66,22
"RNA targeting with CRISPR-Cas13","Abudayyeh, Omar O.; Gootenberg, Jonathan S.; Essletzbichler, Patrick; Han, Shuo; Joung, Julia; Belanto, Joseph J.; Verdine, Vanessa; Cox, David B. T.; Kellner, Max J.; Regev, Aviv; Lander, Eric S.; Voytas, Daniel F.; Ting, Alice Y.; Zhang, Feng",NA,NA,NA,"NATURE","OCT 12 2017","2017","550","7675",NA,NA,NA,"280","+",NA,"10.1038/nature24049",NA,NA,"151","50.329999999999998",0,2,107,42
"Enhancement of Zika virus pathogenesis by preexisting antiflavivirus immunity","Bardina, Susana V.; Bunduc, Paul; Tripathi, Shashank; Duehr, James; Frere, Justin J.; Brown, Julia A.; Nachbagauer, Raffael; Foster, Gregory A.; Krysztof, David; Tortorella, Domenico; Stramer, Susan L.; Garcia-Sastre, Adolfo; Krammer, Florian; Lim, Jean K.",NA,NA,NA,"SCIENCE","APR 14 2017","2017","356","6334",NA,NA,NA,"175","180",NA,"10.1126/science.aal4365",NA,NA,"151","50.329999999999998",0,47,82,22
"Scalable-manufactured randomized glass-polymer hybrid metamaterial for daytime radiative cooling","Zhai, Yao; Ma, Yaoguang; David, Sabrina N.; Zhao, Dongliang; Lou, Runnan; Tan, Gang; Yang, Ronggui; Yin, Xiaobo",NA,NA,NA,"SCIENCE","MAR 10 2017","2017","355","6329",NA,NA,"SI",NA,NA,NA,"10.1126/science.aai7899",NA,NA,"151","50.329999999999998",0,25,87,39
"Integrative modelling reveals mechanisms linking productivity and plant species richness","Grace, James B.; Anderson, T. Michael; Seabloom, Eric W.; Borer, Elizabeth T.; Adler, Peter B.; Harpole, W. Stanley; Hautier, Yann; Hillebrand, Helmut; Lind, Eric M.; Paertel, Meelis; Bakker, Jonathan D.; Buckley, Yvonne M.; Crawley, Michael J.; Damschen, Ellen I.; Davies, Kendi F.; Fay, Philip A.; Firn, Jennifer; Gruner, Daniel S.; Hector, Andy; Knops, Johannes M. H.; MacDougall, Andrew S.; Melbourne, Brett A.; Morgan, John W.; Orrock, John L.; Prober, Suzanne M.; Smith, Melinda D.",NA,NA,NA,"NATURE","JAN 21 2016","2016","529","7586",NA,NA,NA,"390","+",NA,"10.1038/nature16524",NA,NA,"151","37.75",28,50,48,25
"Spectroscopic identification of r-process nucleosynthesis in a double neutron-star merger","Pian, E.; D'Avanzo, P.; Enetti, S. B.; Branchesi, M.; Rocato, E. B.; Campana, S.; Cappellaro, E.; Covino, S.; D'Elia, V.; Fynbo, J. P. U.; Getman, F.; Ghirlanda, G.; Ghisellini, G.; Grado, A.; Greco, G.; Hjorth, J.; Kouveliotou, C.; Levan, A.; Limatola, L.; Alesani, D. M.; Azzali, P. A. M.; Elandri, A. M.; Oller, P. M.; Icastro, L. N.; Palazzi, E.; Piranomonte, S.; Rossi, A.; Salafia, O. S.; Selsing, J.; Stratta, G.; Tanaka, M.; Tanvir, N. R.; Tomasella, L.; Watson, D.; Yang, S.; Amati, L.; Antonelli, L. A.; Ascenzi, S.; Ernardini, M. G. B.; Boer, M.; Ufano, F. B.; Ulgarelli, A. B.; Capaccioli, M.; Casella, P.; Castro-Tirado, A. J.; Chassande-Mottin, E.; Ciolfi, R.; Copperwheat, C. M.; Dadina, M.; De Cesare, G.; Di Paola, A.; Fan, Y. Z.; Gendre, B.; Giuffrida, G.; Giunta, A.; Hunt, L. K.; Israel, G. L.; Jin, Z. -P.; Kasliwal, M. M.; Klose, S.; Lisi, M.; Longo, F.; Aiorano, E. M.; Apelli, M. M.; Asetti, N. M.; Ava, L. N.; Patricelli, B.; Perley, D.; Pescalli, A.; Piran, T.; Possenti, A.; Pulone, L.; Azzano, M. R.; Salvaterra, R.; Schipani, P.; Spera, M.; Stamerra, A.; Stella, L.; Tagliaferri, G.; Testa, V.; Troja, E.; Turatto, M.; Ergani, S. D. V.; Ergani, D. V.",NA,NA,NA,"NATURE","NOV 2 2017","2017","551","7678",NA,NA,NA,"67","+",NA,"10.1038/nature24298",NA,NA,"150","50",0,13,102,35
"Anthropogenic disturbance in tropical forests can double biodiversity loss from deforestation","Barlow, Jos; Lennox, Gareth D.; Ferreira, Joice; Berenguer, Erika; Lees, Alexander C.; Mac Nally, Ralph; Thomson, James R.; de Barros Ferraz, Silvio Frosini; Louzada, Julio; Fonseca Oliveira, Victor Hugo; Parry, Luke; de Castro Solar, Ricardo Ribeiro; Vieira, Ima C. G.; Aragao, Luiz E. O. C.; Begotti, Rodrigo Anzolin; Braga, Rodrigo F.; Cardoso, Thiago Moreira; de Oliveira, Raimundo Cosme, Jr.; Souza, Carlos M., Jr.; Moura, Nargila G.; Nunes, Samia Serra; Siqueira, Joao Victor; Pardini, Renata; Silveira, Juliana M.; Vaz-de-Mello, Fernando Z.; Stulpen Veiga, Ruan Carlo; Venturieri, Adriano; Gardner, Toby A.",NA,NA,NA,"NATURE","JUL 7 2016","2016","535","7610",NA,NA,NA,"144","+",NA,"10.1038/nature18326",NA,NA,"150","37.5",7,43,70,30
"Clonal hematopoiesis associated with TET2 deficiency accelerates atherosclerosis development in mice","Fuster, Jose J.; MacLauchlan, Susan; Zuriaga, Maria A.; Polackal, Maya N.; Ostriker, Allison C.; Chakraborty, Raja; Wu, Chia-Ling; Sano, Soichi; Muralidharan, Sujatha; Rius, Cristina; Vuong, Jacqueline; Jacob, Sophia; Muralidhar, Varsha; Robertson, Avril A. B.; Cooper, Matthew A.; Andres, Vicente; Hirschi, Karen K.; Martin, Kathleen A.; Walsh, Kenneth",NA,NA,NA,"SCIENCE","FEB 24 2017","2017","355","6327",NA,NA,NA,"842","847",NA,"10.1126/science.aag1381",NA,NA,"149","49.670000000000002",0,31,79,39
"High-throughput discovery of novel developmental phenotypes","Dickinson, Mary E.; Flenniken, Ann M.; Ji, Xiao; Teboul, Lydia; Wong, Michael D.; White, Jacqueline K.; Meehan, Terrence F.; Weninger, Wolfgang J.; Westerberg, Henrik; Adissu, Hibret; Baker, Candice N.; Bower, Lynette; Brown, James M.; Caddle, L. Brianna; Chiani, Francesco; Clary, Dave; Cleak, James; Daly, Mark J.; Denegre, James M.; Doe, Brendan; Dolan, Mary E.; Edie, Sarah M.; Fuchs, Helmut; Gailus-Durner, Valerie; Galli, Antonella; Gambadoro, Alessia; Gallegos, Juan; Guo, Shiying; Horner, Neil R.; Hsu, Chih-Wei; Johnson, Sara J.; Kalaga, Sowmya; Keith, Lance C.; Lanoue, Louise; Lawson, Thomas N.; Lek, Monkol; Mark, Manuel; Arschall, Susan M.; Mason, Jeremy; McElwee, Melissa L.; Newbigging, Susan; Nutter, Lauryl M. J.; Peterson, Kevin A.; Ramirez-Solis, Ramiro; Rowland, Douglas J.; Ryder, Edward; Samocha, Kaitlin E.; Seavitt, John R.; Selloum, Mohammed; Szoke-Kovacs, Zsombor; Tamura, Masaru; Trainor, Amanda G.; Tudose, Ilinca; Wakana, Shigeharu; Warren, Jonathan; Wendling, Olivia; West, David B.; Wong, Leeyean; Yoshiki, Atsushi; MacArthur, Daniel G.; Tocchini-Valentini, Glauco P.; Gao, Xiang; Flicek, Paul; Bradley, Allan; Skarnes, William C.; Justice, Monica J.; Parkinson, Helen E.; Moore, Mark; Wells, Sara; Braun, Robert E.; Svenson, Karen L.; de Angelis, Martin Hrabe; Herault, Yann; Mohun, Tim; Mallon, Ann-Marie; Henkelman, R. Mark; Brown, Steve D. M.; Adams, David J.; Lloyd, K. C. Kent; McKerlie, Colin; Beaudet, Arthur L.; Bucan, Maja; Murray, Stephen A.","Int Mouse Phenotyping Consortium",NA,NA,"NATURE","SEP 22 2016","2016","537","7621",NA,NA,NA,"508","+",NA,"10.1038/nature19356",NA,NA,"149","37.25",3,39,78,29
"C9orf72 is required for proper macrophage and microglial function in mice","O'Rourke, J. G.; Bogdanik, L.; Yanez, A.; Lall, D.; Wolf, A. J.; Muhammad, A. K. M. G.; Ho, R.; Carmona, S.; Vit, J. P.; Zarrow, J.; Kim, K. J.; Bell, S.; Harms, M. B.; Miller, T. M.; Dangler, C. A.; Underhill, D. M.; Goodridge, H. S.; Lutz, C. M.; Baloh, R. H.",NA,NA,NA,"SCIENCE","MAR 18 2016","2016","351","6279",NA,NA,NA,"1324","1329",NA,"10.1126/science.aaf1064",NA,NA,"149","37.25",31,43,56,19
"Controlling many-body states by the electric-field effect in a two-dimensional material","Li, L. J.; O'Farrell, E. C. T.; Loh, K. P.; Eda, G.; Ozyilmaz, B.; Neto, A. H. Castro",NA,NA,NA,"NATURE","JAN 14 2016","2016","529","7585",NA,NA,NA,"185","U129",NA,"10.1038/nature16175",NA,NA,"149","37.25",14,55,56,24
"Prefrontal cortical regulation of brainwide circuit dynamics and reward-related behavior","Ferenczi, Emily A.; Zalocusky, Kelly A.; Liston, Conor; Grosenick, Logan; Warden, Melissa R.; Amatya, Debha; Katovich, Kiefer; Mehta, Hershel; Patenaude, Brian; Ramakrishnan, Charu; Kalanithi, Paul; Etkin, Amit; Knutson, Brian; Glover, Gary H.; Deisseroth, Karl",NA,NA,NA,"SCIENCE","JAN 1 2016","2016","351","6268",NA,NA,NA,NA,NA,"aac9698","10.1126/science.aac9698",NA,NA,"149","37.25",34,54,49,12
"The epigenetic landscape of T cell exhaustion","Sen, Debattama R.; Kaminski, James; Barnitz, R. Anthony; Kurachi, Makoto; Gerdemann, Ulrike; Yates, Kathleen B.; Tsao, Hsiao-Wei; Godec, Jernej; LaFleur, Martin W.; Brown, Flavian D.; Tonnerre, Pierre; Chung, Raymond T.; Tully, Damien C.; Allen, Todd M.; Frahm, Nicole; Lauer, Georg M.; Wherry, E. John; Yosef, Nir; Haining, W. Nicholas",NA,NA,NA,"SCIENCE","DEC 2 2016","2016","354","6316",NA,NA,NA,"1165","1169",NA,"10.1126/science.aae0491",NA,NA,"148","37",1,38,78,31
"Tissue-specific mutation accumulation in human adult stem cells during life","Blokzijl, Francis; de Ligt, Joep; Jager, Myrthe; Sasselli, Valentina; Roerink, Sophie; Sasaki, Nobuo; Huch, Meritxell; Boymans, Sander; Kuijk, Ewart; Prins, Pjotr; Nijman, Isaac J.; Martincorena, Inigo; Mokry, Michal; Wiegerinck, Caroline L.; Middendorp, Sabine; Sato, Toshiro; Schwank, Gerald; Nieuwenhuis, Edward E. S.; Verstegen, Monique M. A.; van der Laan, Luc J. W.; de Jonge, Jeroen; IJzermans, Jan N. M.; Vries, Robert G.; van de Wetering, Marc; Stratton, Michael R.; Clevers, Hans; Cuppen, Edwin; van Boxtel, Ruben",NA,NA,NA,"NATURE","OCT 13 2016","2016","538","7624",NA,NA,NA,"260","+",NA,"10.1038/nature19768",NA,NA,"148","37",0,48,73,27
"Dynamically encircling an exceptional point for asymmetric mode switching","Doppler, Jorg; Mailybaev, Alexei A.; Bohm, Julian; Kuhl, Ulrich; Girschik, Adrian; Libisch, Florian; Milburn, Thomas J.; Rabl, Peter; Moiseyev, Nimrod; Rotter, Stefan",NA,NA,NA,"NATURE","SEP 1 2016","2016","537","7618",NA,NA,NA,"76","79",NA,"10.1038/nature18605",NA,NA,"148","37",4,54,63,27
"Negative local resistance caused by viscous electron backflow in graphene","Bandurin, D. A.; Torre, I.; Kumar, R. Krishna; Ben Shalom, M.; Tomadin, A.; Principi, A.; Auton, G. H.; Khestanova, E.; Novoselov, K. S.; Grigorieva, I. V.; Ponomarenko, L. A.; Geim, A. K.; Polini, M.",NA,NA,NA,"SCIENCE","MAR 4 2016","2016","351","6277",NA,NA,NA,"1055","1058",NA,"10.1126/science.aad0201",NA,NA,"148","37",27,51,49,21
"Hybrid computing using a neural network with dynamic external memory","Graves, Alex; Wayne, Greg; Eynolds, Malcolm R.; Harley, Tim; Danihelka, Ivo; Grabska-Barwinska, Agnieszka; Colmenarejo, Sergio Gomez; Grefenstette, Edward; Amalho, Tiago R.; Agapiou, John; Badia, Adria Puigdomenech; Hermann, Karl Moritz; Zwols, Yori; Strovski, Georg O.; Ain, Adam C.; King, Helen; Summerfield, Christopher; Lunsom, Phil B.; Kavukcuoglu, Koray; Hassabis, Demis",NA,NA,NA,"NATURE","OCT 27 2016","2016","538","7626",NA,NA,NA,"471","+",NA,"10.1038/nature20101",NA,NA,"147","36.75",2,49,76,20
"HIV-1 antibody 3BNC117 suppresses viral rebound in humans during treatment interruption","Scheid, Johannes F.; Horwitz, Joshua A.; Bar-On, Yotam; Kreider, Edward F.; Lu, Ching-Lan; Lorenzi, Julio C. C.; Feldmann, Anna; Braunschweig, Malte; Nogueira, Lilian; Oliveira, Thiago; Shimeliovich, Irina; Patel, Roshni; Burke, Leah; Cohen, Yehuda Z.; Hadrigan, Sonya; Settler, Allison; Witmer-Pack, Maggi; West, Anthony P., Jr.; Juelg, Boris; Keler, Tibor; Hawthorne, Thomas; Zingman, Barry; Gulick, Roy M.; Pfeifer, Nico; Learn, Gerald H.; Seaman, Michael S.; Bjorkman, Pamela J.; Klein, Florian; Schlesinger, Sarah J.; Walker, Bruce D.; Hahn, Beatrice H.; Nussenzweig, Michel C.; Caskey, Marina",NA,NA,NA,"NATURE","JUL 28 2016","2016","535","7613",NA,NA,NA,"556","+",NA,"10.1038/nature18929",NA,NA,"147","36.75",11,60,53,23
"Gene-microbiota interactions contribute to the pathogenesis of inflammatory bowel disease","Chu, Hiutung; Khosravi, Arya; Kusumawardhani, Indah P.; Kwon, Alice H. K.; Vasconcelos, Anilton C.; Cunha, Larissa D.; Mayer, Anne E.; Shen, Yue; Wu, Wei-Li; Kambal, Amal; Targan, Stephan R.; Xavier, Ramnik J.; Ernst, Peter B.; Green, Douglas R.; McGovern, Dermot P. B.; Virgin, HerbertW.; Mazmanian, Sarkis K.",NA,NA,NA,"SCIENCE","MAY 27 2016","2016","352","6289",NA,NA,NA,"1116","1120",NA,"10.1126/science.aad9948",NA,NA,"147","36.75",12,57,50,28
"Three-dimensional control of the helical axis of a chiral nematic liquid crystal by light","Zheng, Zhi-gang; Li, Yannian; Bisoyi, Hari Krishna; Wang, Ling; Bunning, Timothy J.; Li, Quan",NA,NA,NA,"NATURE","MAR 17 2016","2016","531","7594",NA,NA,NA,"352","+",NA,"10.1038/nature17141",NA,NA,"147","36.75",29,49,52,17
"Whole-genome landscape of pancreatic neuroendocrine tumours","Scarpa, Aldo; Chang, David K.; Nones, Katia; Corbo, Vincenzo; Patch, Ann-Marie; Bailey, Peter; Lawlor, Rita T.; Johns, Amber L.; Miller, David K.; Mafficini, Andrea; Rusev, Borislav; Scardoni, Maria; Antonello, Davide; Barbi, Stefano; Sikora, Katarzyna O.; Cingarlini, Sara; Vicentini, Caterina; McKay, Skye; Quinn, Michael C. J.; Bruxner, Timothy J. C.; Christ, Angelika N.; Harliwong, Ivon; Idrisoglu, Senel; McLean, Suzanne; Nourse, Craig; Nourbakhsh, Ehsan; Wilson, Peter J.; Anderson, Matthew J.; Fink, J. Lynn; Newell, Felicity; Waddell, Nick; Holmes, Oliver; Kazakoff, Stephen H.; Leonard, Conrad; Wood, Scott; Xu, Qinying; Nagaraj, Shivashankar Hiriyur; Amato, Eliana; Dalai, Irene; Bersanif, Samantha; Cataldo, Ivana; Tos, Angelo P. Dei; Capelli, Paola; Davi, Maria Vittoria; Landoni, Luca; Malpaga, Anna; Miotto, Marco; Whitehall, Vicki L. J.; Leggett, Barbara A.; Harris, Janelle L.; Harris, Jonathan; Jones, Marc D.; Humphris, Jeremy; Chantrill, Lorraine A.; Chin, Venessa; Nagrial, Adnan M.; Pajic, Marina; Scarlett, Christopher J.; Pinho, Andreia; Rooman, Ilse; Toon, Christopher; Wu, Jianmin; Pinese, Mark; Cowley, Mark; Barbour, Andrew; Mawson, Amanda; Humphrey, Emily S.; Colvin, Emily K.; Chou, Angela; Lovell, Jessica A.; Jamieson, Nigel B.; Duthie, Fraser; Gingras, Marie-Claude; Fisher, William E.; Dagg, Rebecca A.; Lau, Loretta M. S.; Lee, Michael; Pickett, Hilda A.; Reddel, Roger R.; Samra, Jaswinder S.; Kench, James G.; Merrett, Neil D.; Epari, Krishna; Nguyen, Nam Q.; Zeps, Nikolajs; Falconi, Massimo; Simbolo, Michele; Butturini, Giovanni; Van Buren, George; Partelli, Stefano; Fassan, Matteo; Khanna, Kum Kum; Gill, Anthony J.; Wheeler, David A.; Gibbs, Richard A.; Musgrove, Elizabeth A.; Bassi, Claudio; Tortora, Giampaolo; Pederzoli, Paolo; Pearson, John V.; Waddell, Nicola; Biankin, Andrew V.; Grimmond, Sean M.","Australian Pancreatic Canc Genome",NA,NA,"NATURE","MAR 2 2017","2017","543","7643",NA,NA,NA,"65","+",NA,"10.1038/nature21063",NA,NA,"146","48.670000000000002",0,29,90,27
"Two distinct RNase activities of CRISPR-C2c2 enable guide-RNA processing and RNA detection","East-Seletsky, Alexandra; O'Connell, Mitchell R.; Knight, Spencer C.; Burstein, David; Cate, Jamie H. D.; Tjian, Robert; Doudna, Jennifer A.",NA,NA,NA,"NATURE","OCT 13 2016","2016","538","7624",NA,NA,NA,"270","+",NA,"10.1038/nature19802",NA,NA,"146","36.5",1,51,68,26
"Nodal-chain metals","Bzdusek, Tomas; Wu, QuanSheng; Ruegg, Andreas; Sigrist, Manfred; Soluyanov, Alexey A.",NA,NA,NA,"NATURE","OCT 6 2016","2016","538","7623",NA,NA,NA,"75","78",NA,"10.1038/nature19099",NA,NA,"146","36.5",3,41,73,29
"Experimental reconstruction of the Berry curvature in a Floquet Bloch band","Flaeschner, N.; Rem, B. S.; Tarnowski, M.; Vogel, D.; Luehmann, D. -S.; Sengstock, K.; Weitenberg, C.",NA,NA,NA,"SCIENCE","MAY 27 2016","2016","352","6289",NA,NA,NA,"1091","1094",NA,"10.1126/science.aad4568",NA,NA,"146","36.5",13,46,64,23
